temperature,humidity,wind_speed,cloud_cover,pollution,uv_index,visibility,precipitation,pressure,hour,green_space,class
27.858767423914465,68.05139082449719,1.7295508387235747,0.8940151320599726,9.662198093869888,3.96952007242976,10.366352741998423,2.413293966865906,980.7342234889118,12.412035825076122,0.2093284305308727,Favourable
11.445573398015178,82.1829123755692,11.683288579297281,0.4878860588530751,105.91814743511992,2.4789246292009803,5.540338196017791,0.6110797451627881,988.6169406107666,4.4151946997951494,0.2937350887753959,Unfavourable
9.074058142568123,80.89235073863615,9.45503816707557,0.45711957614730325,148.44495889256766,5.589434839665752,0.9420626266157903,16.046903210780624,1008.3511516440826,0.26135181360114934,0.05571788401360178,Unfavourable
22.05259076331565,44.408948743449145,14.052452703218226,0.6466214575147494,116.94976549158353,6.66252305908303,8.770274542564719,1.1432387262999444,1010.6837779054788,2.554929768228301,0.6837574896447369,Favourable
28.778758791422522,29.04728165078179,9.232120842044473,0.21672543312856196,143.4007150077851,6.222905363421219,6.7550934279782195,13.743241539201087,986.9499411698347,2.813492470825513,0.2337875547513355,Neutral
16.92425840497844,24.012836755635234,18.22012224720593,0.644320235827624,90.37002358594994,4.367820119205119,4.910513561383078,8.73799341412628,1000.9430285876659,13.441089921977404,0.5872822908689975,Neutral
39.23056793538462,69.20871861009786,0.6622288121184994,0.5869074233022158,57.394667118912544,5.8141090964449775,2.7352401941594797,5.076327574473936,980.8019939939428,1.032342372820788,0.022846905473496104,Neutral
27.39318954339453,91.44206152971933,15.023137762639244,0.445491799587158,23.72764743658899,1.9899181563911972,3.244652854992496,9.134040194033254,1022.5519013011767,11.739512878362753,0.6743952004205531,Favourable
19.237276059374437,92.12420012163751,10.023186900316912,0.2303944066828083,115.1258115685521,6.698217412217534,2.099379163881941,19.999455367613102,1037.44082662599,12.002336695084065,0.7724496858275083,Favourable
15.684700727766021,43.236822289624975,5.812865349055885,0.23730218486212806,132.78286490912933,10.925975710809242,8.189109341307002,3.8729092165070433,1036.7368193469617,15.216263670992504,0.9596354416445815,Neutral
13.727120646034777,44.327179616827834,1.8132262979356817,0.08881148185180954,136.0524240363739,4.175306782750611,5.902601363137603,4.931214495035818,1015.4249929014555,17.18815594326044,0.44915141075962683,Neutral
29.161988295361667,58.6779443019978,8.47935817714907,0.6600675036857431,80.88189673007685,4.984744859877092,9.287455191419811,5.083499228200581,1005.1814295560465,14.006550655799396,0.8390985748099624,Favourable
17.542889787184976,54.771832113705194,7.154893664361335,0.98121264734057,78.87573194389303,4.648771791382968,8.829508011751065,0.2729865709416557,992.7646773087325,4.6386578595630805,0.8059245267715209,Unfavourable
2.387115864382734,29.76107687871094,19.194107294112214,0.8272425094558493,38.09182135412444,2.7252712417612894,2.3799605582685035,18.824983116136885,1014.3269019755138,6.16030529553095,0.7693154463546756,Unfavourable
15.921770213217258,87.66998621932174,5.844700379971444,0.9417834067271871,123.11027369375545,2.8373566657420186,1.4281735779908038,0.0788041110953075,1026.9399984480374,12.160788168974667,0.027275217279273622,Unfavourable
29.519816229281428,18.696977838875107,15.326118202854175,0.3802105959881973,93.83110798527566,4.951811382313958,4.78738645889782,0.4184341642619249,1032.3376446355771,12.933584791268562,0.4837314483058097,Favourable
7.299669218139999,26.93656008036946,5.227440996334338,0.6299648558279619,87.24253649905076,9.017621106018419,4.667195321402524,12.8426474602424,1028.9696421284777,13.935420308603309,0.5816921488044317,Unfavourable
7.018070245899701,22.356301058555488,4.9742754158653835,0.5332675774890775,149.81653900668843,4.304898255293378,7.164591384438319,5.556882896725519,1038.6557001794642,17.642414773736586,0.6674831406321443,Unfavourable
21.262054953673534,25.0828956410996,8.890480658611208,0.5537549617459584,107.15543921654358,10.887930599635057,1.8362341078158755,17.71821022952261,984.2573311496085,14.886289365707176,0.9973935230135444,Neutral
21.273103483874642,52.97307088044689,1.177260772385551,0.9331297191493084,65.3250422569944,5.721389645609883,10.190644239027627,10.62948600095629,1032.1347553655733,22.009194623849577,0.8469044043883431,Favourable
25.376038342052844,23.78515624900004,14.916351554820187,0.891060593506001,156.79950735953295,0.9710276550535801,7.6158986677382465,13.713603040601893,997.2065502654234,4.293581559741252,0.48221840541268646,Unfavourable
33.97727176311158,26.497259062369196,15.674697365429944,0.6366018592914658,126.33922898413077,1.7464932239838675,8.347771581566295,2.097694724964516,1036.6678167668576,16.031174724923527,0.05712572522180681,Neutral
28.97821299442541,39.55692484772004,10.271076380897448,0.30796506199654483,118.6382186640561,9.482331361857367,11.03044001344982,8.244924006964474,1008.0881057896564,9.71357790614356,0.97570119798462,Favourable
24.440940427103314,58.51218277932162,10.977860121643094,0.8675589240231251,56.25161603110901,2.8624449202304816,10.651461647865174,4.009662520242198,987.4979990800845,21.81276243086878,0.9794783073161532,Favourable
28.89773530280886,73.79937587998113,12.173304429414529,0.045740600481186666,133.6509097176322,3.9144331634329417,3.860663387295985,14.662763862283052,1001.9996445846263,12.325564353922585,0.6544601122421129,Neutral
12.91835655412713,77.12194331517763,14.56512974174794,0.5639689654522471,49.622341592201124,8.460383919498554,2.723965415459208,9.141004874400519,1035.0606411907759,20.102009415246894,0.5157937694455407,Unfavourable
